
 Association for Target, Query With Target ID: ENSG00000197386 

Target ID: ENSG00000197386 	 Disease ID: EFO_0009386 	 Association_score Overall: 1.0
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183731 	 Association_score Overall: 0.25087000000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_174590 	 Association_score Overall: 0.25087000000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019937 	 Association_score Overall: 0.25087000000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018555 	 Association_score Overall: 0.25087000000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0015860 	 Association_score Overall: 0.25087000000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002146 	 Association_score Overall: 0.25087000000000004
Target ID: ENSG00000197386 	 Disease ID: EFO_0008560 	 Association_score Overall: 0.25087000000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0043218 	 Association_score Overall: 0.25051277777777775
Target ID: ENSG00000197386 	 Disease ID: MONDO_0020676 	 Association_score Overall: 0.25051277777777775
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98784 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79364 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79264 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79192 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79188 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_64749 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_411602 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_371200 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_371064 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_370933 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_356996 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_319192 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_317416 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_309810 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_309515 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_306 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_3006 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_293181 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_280640 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_275864 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_269008 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_269001 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2514 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_228354 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_228003 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_216 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2131 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_209978 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1947 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1930 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183710 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183450 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_171714 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_171695 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_168491 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_166063 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_163961 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_163684 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1561 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_140459 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_139525 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1014 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0032902 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0030918 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024321 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0024318 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021034 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0020143 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0020067 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019956 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019278 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018776 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018274 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0015916 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0015144 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0014725 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0008199 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0007743 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0004609 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0003037 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002917 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0002612 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000592 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: EFO_0010248 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: EFO_0009453 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: EFO_0009156 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: EFO_0009152 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: EFO_0007538 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: EFO_0003888 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: EFO_0001423 	 Association_score Overall: 0.25
Target ID: ENSG00000197386 	 Disease ID: Orphanet_488613 	 Association_score Overall: 0.24979111111111113
Target ID: ENSG00000197386 	 Disease ID: MONDO_0060551 	 Association_score Overall: 0.24912500000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0044738 	 Association_score Overall: 0.24810333333333334
Target ID: ENSG00000197386 	 Disease ID: MONDO_0012611 	 Association_score Overall: 0.24805
Target ID: ENSG00000197386 	 Disease ID: Orphanet_569 	 Association_score Overall: 0.24791277777777776
Target ID: ENSG00000197386 	 Disease ID: Orphanet_363710 	 Association_score Overall: 0.24791277777777776
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183509 	 Association_score Overall: 0.24791277777777776
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183503 	 Association_score Overall: 0.24791277777777776
Target ID: ENSG00000197386 	 Disease ID: MONDO_0060640 	 Association_score Overall: 0.24791277777777776
Target ID: ENSG00000197386 	 Disease ID: MONDO_0017181 	 Association_score Overall: 0.24791277777777776
Target ID: ENSG00000197386 	 Disease ID: EFO_0009550 	 Association_score Overall: 0.24791277777777776
Target ID: ENSG00000197386 	 Disease ID: EFO_0009060 	 Association_score Overall: 0.24791277777777776
Target ID: ENSG00000197386 	 Disease ID: EFO_0005295 	 Association_score Overall: 0.24791277777777776
Target ID: ENSG00000197386 	 Disease ID: EFO_0003821 	 Association_score Overall: 0.24791277777777776
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1466 	 Association_score Overall: 0.24765000000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_88637 	 Association_score Overall: 0.24742000000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_181387 	 Association_score Overall: 0.24742000000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_100973 	 Association_score Overall: 0.24725000000000003
Target ID: ENSG00000197386 	 Disease ID: EFO_0010636 	 Association_score Overall: 0.24690000000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_280763 	 Association_score Overall: 0.24600000000000005
Target ID: ENSG00000197386 	 Disease ID: Orphanet_102013 	 Association_score Overall: 0.24600000000000005
Target ID: ENSG00000197386 	 Disease ID: Orphanet_100981 	 Association_score Overall: 0.24600000000000005
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1035 	 Association_score Overall: 0.24585
Target ID: ENSG00000197386 	 Disease ID: MONDO_0032892 	 Association_score Overall: 0.24570000000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_309827 	 Association_score Overall: 0.245645
Target ID: ENSG00000197386 	 Disease ID: Orphanet_309824 	 Association_score Overall: 0.245645
Target ID: ENSG00000197386 	 Disease ID: MONDO_0100070 	 Association_score Overall: 0.24465000000000003
Target ID: ENSG00000197386 	 Disease ID: EFO_0009607 	 Association_score Overall: 0.24465000000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79315 	 Association_score Overall: 0.24355000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_19 	 Association_score Overall: 0.24355000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0005815 	 Association_score Overall: 0.24310862820203655
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98892 	 Association_score Overall: 0.24267000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2149 	 Association_score Overall: 0.24267000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98889 	 Association_score Overall: 0.24212499999999998
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2798 	 Association_score Overall: 0.24212499999999998
Target ID: ENSG00000197386 	 Disease ID: EFO_0010566 	 Association_score Overall: 0.24212499999999998
Target ID: ENSG00000197386 	 Disease ID: Orphanet_30925 	 Association_score Overall: 0.24120000000000003
Target ID: ENSG00000197386 	 Disease ID: MONDO_0032887 	 Association_score Overall: 0.24120000000000003
Target ID: ENSG00000197386 	 Disease ID: MONDO_0004782 	 Association_score Overall: 0.24120000000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_73272 	 Association_score Overall: 0.2409
Target ID: ENSG00000197386 	 Disease ID: Orphanet_181393 	 Association_score Overall: 0.2409
Target ID: ENSG00000197386 	 Disease ID: MONDO_0044996 	 Association_score Overall: 0.24037499999999998
Target ID: ENSG00000197386 	 Disease ID: EFO_0003096 	 Association_score Overall: 0.24037499999999998
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79201 	 Association_score Overall: 0.2403
Target ID: ENSG00000197386 	 Disease ID: Orphanet_550 	 Association_score Overall: 0.2403
Target ID: ENSG00000197386 	 Disease ID: Orphanet_308520 	 Association_score Overall: 0.2403
Target ID: ENSG00000197386 	 Disease ID: Orphanet_217572 	 Association_score Overall: 0.2403
Target ID: ENSG00000197386 	 Disease ID: Orphanet_137625 	 Association_score Overall: 0.2403
Target ID: ENSG00000197386 	 Disease ID: MONDO_0016402 	 Association_score Overall: 0.2403
Target ID: ENSG00000197386 	 Disease ID: MONDO_0016401 	 Association_score Overall: 0.2403
Target ID: ENSG00000197386 	 Disease ID: MONDO_0004675 	 Association_score Overall: 0.2403
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000904 	 Association_score Overall: 0.2402
Target ID: ENSG00000197386 	 Disease ID: Orphanet_319519 	 Association_score Overall: 0.23965
Target ID: ENSG00000197386 	 Disease ID: MONDO_0020605 	 Association_score Overall: 0.238475
Target ID: ENSG00000197386 	 Disease ID: EFO_0010261 	 Association_score Overall: 0.238475
Target ID: ENSG00000197386 	 Disease ID: Orphanet_69737 	 Association_score Overall: 0.23837499999999998
Target ID: ENSG00000197386 	 Disease ID: EFO_0000253 	 Association_score Overall: 0.23760456717514655
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1170 	 Association_score Overall: 0.23754999999999998
Target ID: ENSG00000197386 	 Disease ID: EFO_0009144 	 Association_score Overall: 0.237
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79225 	 Association_score Overall: 0.23624500000000004
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018299 	 Association_score Overall: 0.23624500000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_99027 	 Association_score Overall: 0.235075
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98132 	 Association_score Overall: 0.235075
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98130 	 Association_score Overall: 0.235075
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98127 	 Association_score Overall: 0.235075
Target ID: ENSG00000197386 	 Disease ID: Orphanet_262869 	 Association_score Overall: 0.235075
Target ID: ENSG00000197386 	 Disease ID: Orphanet_262211 	 Association_score Overall: 0.235075
Target ID: ENSG00000197386 	 Disease ID: Orphanet_48471 	 Association_score Overall: 0.2348234362244898
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79137 	 Association_score Overall: 0.2339
Target ID: ENSG00000197386 	 Disease ID: Orphanet_308 	 Association_score Overall: 0.2339
Target ID: ENSG00000197386 	 Disease ID: Orphanet_306762 	 Association_score Overall: 0.2339
Target ID: ENSG00000197386 	 Disease ID: Orphanet_101039 	 Association_score Overall: 0.2339
Target ID: ENSG00000197386 	 Disease ID: EFO_0004340 	 Association_score Overall: 0.2336023896932602
Target ID: ENSG00000197386 	 Disease ID: EFO_0008615 	 Association_score Overall: 0.232825
Target ID: ENSG00000197386 	 Disease ID: Orphanet_22 	 Association_score Overall: 0.232425
Target ID: ENSG00000197386 	 Disease ID: Orphanet_93587 	 Association_score Overall: 0.232175
Target ID: ENSG00000197386 	 Disease ID: Orphanet_101046 	 Association_score Overall: 0.23185
Target ID: ENSG00000197386 	 Disease ID: EFO_0000773 	 Association_score Overall: 0.23185
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183481 	 Association_score Overall: 0.23182500000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183472 	 Association_score Overall: 0.23182500000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_255210 	 Association_score Overall: 0.23155000000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_228418 	 Association_score Overall: 0.23152500000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_275872 	 Association_score Overall: 0.23112500000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183573 	 Association_score Overall: 0.23074999999999998
Target ID: ENSG00000197386 	 Disease ID: Orphanet_777 	 Association_score Overall: 0.230425
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79190 	 Association_score Overall: 0.2302
Target ID: ENSG00000197386 	 Disease ID: Orphanet_716 	 Association_score Overall: 0.2302
Target ID: ENSG00000197386 	 Disease ID: Orphanet_284814 	 Association_score Overall: 0.2302
Target ID: ENSG00000197386 	 Disease ID: Orphanet_90117 	 Association_score Overall: 0.22945000000000004
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2318 	 Association_score Overall: 0.229375
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98638 	 Association_score Overall: 0.22902500000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_96346 	 Association_score Overall: 0.22902500000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2556 	 Association_score Overall: 0.22902500000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_183545 	 Association_score Overall: 0.22902500000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_117573 	 Association_score Overall: 0.22902500000000003
Target ID: ENSG00000197386 	 Disease ID: MONDO_0021154 	 Association_score Overall: 0.22902500000000003
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019294 	 Association_score Overall: 0.22902500000000003
Target ID: ENSG00000197386 	 Disease ID: Orphanet_25 	 Association_score Overall: 0.22797499999999998
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000129 	 Association_score Overall: 0.22797499999999998
Target ID: ENSG00000197386 	 Disease ID: Orphanet_93460 	 Association_score Overall: 0.2274
Target ID: ENSG00000197386 	 Disease ID: Orphanet_3447 	 Association_score Overall: 0.2274
Target ID: ENSG00000197386 	 Disease ID: Orphanet_35698 	 Association_score Overall: 0.2266
Target ID: ENSG00000197386 	 Disease ID: Orphanet_316240 	 Association_score Overall: 0.2266
Target ID: ENSG00000197386 	 Disease ID: Orphanet_313772 	 Association_score Overall: 0.2266
Target ID: ENSG00000197386 	 Disease ID: Orphanet_165655 	 Association_score Overall: 0.2266
Target ID: ENSG00000197386 	 Disease ID: Orphanet_165652 	 Association_score Overall: 0.2266
Target ID: ENSG00000197386 	 Disease ID: Orphanet_104013 	 Association_score Overall: 0.2266
Target ID: ENSG00000197386 	 Disease ID: EFO_0009431 	 Association_score Overall: 0.2266
Target ID: ENSG00000197386 	 Disease ID: Orphanet_369847 	 Association_score Overall: 0.2265
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98087 	 Association_score Overall: 0.22635000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_452 	 Association_score Overall: 0.22635000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_325706 	 Association_score Overall: 0.22635000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_325690 	 Association_score Overall: 0.22635000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_269573 	 Association_score Overall: 0.22635000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_165707 	 Association_score Overall: 0.22635000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_156622 	 Association_score Overall: 0.22635000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_156619 	 Association_score Overall: 0.22635000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_102010 	 Association_score Overall: 0.22635000000000002
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018496 	 Association_score Overall: 0.22635000000000002
Target ID: ENSG00000197386 	 Disease ID: MONDO_0016055 	 Association_score Overall: 0.22635000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_85110 	 Association_score Overall: 0.226175
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1941 	 Association_score Overall: 0.22540000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_1001093 	 Association_score Overall: 0.22540000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98819 	 Association_score Overall: 0.22505
Target ID: ENSG00000197386 	 Disease ID: Orphanet_86909 	 Association_score Overall: 0.22505
Target ID: ENSG00000197386 	 Disease ID: Orphanet_352582 	 Association_score Overall: 0.22505
Target ID: ENSG00000197386 	 Disease ID: Orphanet_1935 	 Association_score Overall: 0.22505
Target ID: ENSG00000197386 	 Disease ID: Orphanet_263440 	 Association_score Overall: 0.2038053888888889
Target ID: ENSG00000197386 	 Disease ID: Orphanet_98934 	 Association_score Overall: 0.2035388888888889
Target ID: ENSG00000197386 	 Disease ID: MONDO_0016406 	 Association_score Overall: 0.20325000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_329303 	 Association_score Overall: 0.2028
Target ID: ENSG00000197386 	 Disease ID: EFO_1001050 	 Association_score Overall: 0.2026
Target ID: ENSG00000197386 	 Disease ID: EFO_1000096 	 Association_score Overall: 0.2026
Target ID: ENSG00000197386 	 Disease ID: EFO_0003758 	 Association_score Overall: 0.20056000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0003756 	 Association_score Overall: 0.20056000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_58 	 Association_score Overall: 0.20043000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_99953 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_99948 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_93951 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_93440 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79178 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_77295 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_725 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_71517 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_71278 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_71277 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_64746 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_404437 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_401866 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_397725 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_391411 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_370106 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_369942 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_369939 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_363654 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_363412 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_353217 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_329228 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_324761 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_314051 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_309001 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_300313 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_2997 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_298644 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_294965 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_289841 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_268337 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_228169 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_217396 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_217055 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_199351 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_163721 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_139441 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_137639 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_13 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0045015 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0032681 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0030910 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0030033 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018993 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018778 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0018580 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0014813 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0014665 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0014632 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0014611 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0014512 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0003122 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000761 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000211 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000188 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: MONDO_0000152 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: EFO_0010656 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: EFO_0010631 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: EFO_0009034 	 Association_score Overall: 0.2
Target ID: ENSG00000197386 	 Disease ID: Orphanet_91413 	 Association_score Overall: 0.19934000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_329284 	 Association_score Overall: 0.19908000000000003
Target ID: ENSG00000197386 	 Disease ID: EFO_0009647 	 Association_score Overall: 0.19768000000000002
Target ID: ENSG00000197386 	 Disease ID: EFO_0001421 	 Association_score Overall: 0.19751
Target ID: ENSG00000197386 	 Disease ID: Orphanet_180772 	 Association_score Overall: 0.19684388888888893
Target ID: ENSG00000197386 	 Disease ID: Orphanet_317425 	 Association_score Overall: 0.19604
Target ID: ENSG00000197386 	 Disease ID: Orphanet_317419 	 Association_score Overall: 0.19604
Target ID: ENSG00000197386 	 Disease ID: Orphanet_254846 	 Association_score Overall: 0.19584000000000001
Target ID: ENSG00000197386 	 Disease ID: Orphanet_702 	 Association_score Overall: 0.19532
Target ID: ENSG00000197386 	 Disease ID: Orphanet_324535 	 Association_score Overall: 0.19494
Target ID: ENSG00000197386 	 Disease ID: Orphanet_280282 	 Association_score Overall: 0.19482
Target ID: ENSG00000197386 	 Disease ID: EFO_0010652 	 Association_score Overall: 0.19446000000000002
Target ID: ENSG00000197386 	 Disease ID: Orphanet_95157 	 Association_score Overall: 0.19426
Target ID: ENSG00000197386 	 Disease ID: Orphanet_79473 	 Association_score Overall: 0.19426
Target ID: ENSG00000197386 	 Disease ID: Orphanet_738 	 Association_score Overall: 0.19426
Target ID: ENSG00000197386 	 Disease ID: Orphanet_309813 	 Association_score Overall: 0.19426
Target ID: ENSG00000197386 	 Disease ID: MONDO_0037821 	 Association_score Overall: 0.19426
Target ID: ENSG00000197386 	 Disease ID: MONDO_0019304 	 Association_score Overall: 0.19426
