
 Association for Disease, Query With Disease ID: Orphanet_399 

Target ID: ENSG00000197386 	 Disease ID: Orphanet_399 	 Association_score Overall: 1.0
Target ID: ENSG00000130021 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.012
Target ID: ENSG00000116962 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.012
Target ID: ENSG00000116147 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.012
Target ID: ENSG00000105737 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.012
Target ID: ENSG00000105662 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.012
Target ID: ENSG00000014216 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.012
Target ID: ENSG00000013374 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.012
Target ID: ENSG00000138722 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.011844444444444446
Target ID: ENSG00000107643 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.011844444444444446
Target ID: ENSG00000121691 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.011800000000000001
Target ID: ENSG00000158055 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0116
Target ID: ENSG00000141027 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0116
Target ID: ENSG00000133048 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0116
Target ID: ENSG00000127415 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0116
Target ID: ENSG00000105711 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0116
Target ID: ENSG00000105143 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0116
Target ID: ENSG00000091592 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0116
Target ID: ENSG00000170312 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0114
Target ID: ENSG00000220201 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000204174 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000184047 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000166501 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000152661 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000152601 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000134243 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000132386 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000132164 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000131203 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000124193 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000115297 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000114030 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000110799 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000100401 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000049130 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0112
Target ID: ENSG00000179041 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.011044444444444447
Target ID: ENSG00000205542 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000198873 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000198734 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000196504 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000188037 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000181856 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000179546 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000177054 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000176978 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000175206 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000172071 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000156110 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000139631 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000135047 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000128272 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000123908 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000118271 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000109906 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000107968 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000103266 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000090674 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000090020 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000079215 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000035862 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000035403 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010800000000000002
Target ID: ENSG00000198947 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000198910 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000198786 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000198704 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000198690 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000196712 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000189298 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000189056 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000188706 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000188596 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000187840 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000184895 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000183629 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000180616 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000177575 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000176171 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000175224 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000175197 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000171862 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000171388 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000169252 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000169126 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000166340 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000166224 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000165699 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000164400 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000163421 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000160932 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000160446 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000159224 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000156475 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000153975 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000153684 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000151247 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000151079 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000147889 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000147437 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000146399 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000144579 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000143801 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000140287 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000139618 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000137601 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000136856 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000136810 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000132688 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000131482 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000130164 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000130037 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000127946 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000124102 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000123360 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000113161 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000113068 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000111859 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000111262 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000110848 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000107758 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000107562 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000106052 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000104936 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000104765 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000103248 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000103197 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000102383 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000102103 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000102081 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000100644 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000099904 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000095002 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000088899 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000087086 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000077264 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000072121 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000070610 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000070061 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000069509 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000065154 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000047457 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000007171 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.010400000000000001
Target ID: ENSG00000113196 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.009600000000000001
Target ID: ENSG00000086991 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0092
Target ID: ENSG00000250722 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0088
Target ID: ENSG00000153071 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0088
Target ID: ENSG00000254647 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.008400000000000001
Target ID: ENSG00000156261 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.008400000000000001
Target ID: ENSG00000150753 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.008
Target ID: ENSG00000124507 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0076
Target ID: ENSG00000179456 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000138772 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000135446 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000120306 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000105810 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0068000000000000005
Target ID: ENSG00000163848 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0064
Target ID: ENSG00000141736 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0064
Target ID: ENSG00000159248 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.006
Target ID: ENSG00000120899 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.006
Target ID: ENSG00000171105 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.005
Target ID: ENSG00000006128 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.005
Target ID: ENSG00000187581 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0044
Target ID: ENSG00000157540 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0044
Target ID: ENSG00000108443 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0044
Target ID: ENSG00000072518 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.0044
Target ID: ENSG00000267855 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000214253 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000175104 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000166136 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000164111 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000154237 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000145040 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000139437 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000131495 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000119421 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000119013 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000115286 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000109846 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000109471 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000109390 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000109163 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000108179 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000100490 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000090266 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000086232 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000077782 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000023228 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004
Target ID: ENSG00000006062 	 Disease ID: Orphanet_399 	 Association_score Overall: 0.004

Total Number of Associaton:  758

Statistic Based on "association_score.overall" for Disease Query With Disease ID: Orphanet_399 

	MAXIMUM association_score.overall is :  1.0
	MINIMUM association_score.overall is :  0.004
	AVERAGE association_score.overall is :  0.08807390987498148
	STANDARD DEVIATION association_score.overall is :  0.16313221399415243 


